연도,시도,행정구역,학제,학교수,학생수,학생_남,학생_여,교직원수,다문화학생수,다문화_남,다문화_여
2019,경기,광명시,고등학교,11,8809,4818,3991,846,29,15,14
2019,경기,광명시,  (일반고),8,7430,4014,3416,679,19,8,11
2019,경기,광명시,  (특성화고),2,710,496,214,99,5,5,0
2019,경기,광명시,  (자율고),1,669,308,361,68,5,2,3
2019,경기,광주시,유치원,42,2550,1299,1251,212,0,0,0
2019,경기,광주시,초등학교,27,19866,10089,9777,1067,760,409,351
2019,경기,광주시,중학교,11,8301,4252,4049,573,126,65,61
2019,경기,광주시,고등학교,8,6488,3055,3433,568,42,14,28
2019,경기,광주시,  (일반고),7,6079,3055,3024,532,34,14,20
2019,경기,광주시,  (특성화고),1,409,0,409,36,8,0,8
2019,경기,광주시,특수학교,4,316,223,93,137,0,0,0
2019,경기,하남시,유치원,34,3048,1546,1502,213,0,0,0
2019,경기,하남시,초등학교,20,16083,8197,7886,935,267,120,147
2019,경기,하남시,중학교,11,5731,2961,2770,440,46,22,24
2019,경기,하남시,고등학교,9,4884,2505,2379,511,27,12,15
2019,경기,하남시,  (일반고),7,3892,2002,1890,389,18,6,12
2019,경기,하남시,  (특성화고),2,992,503,489,122,9,6,3
2019,경기,하남시,특수학교,1,128,96,32,53,0,0,0
2019,경기,하남시,고등공민학교,1,43,27,16,5,0,0,0
2019,경기,김포시,유치원,90,10084,5078,5006,731,0,0,0
2019,경기,김포시,초등학교,43,31544,16049,15495,1749,778,431,347
2019,경기,김포시,중학교,22,11965,6089,5876,842,143,75,68
2019,경기,김포시,고등학교,13,10220,5306,4914,862,72,29,43
2019,경기,김포시,  (일반고),11,9013,4537,4476,746,65,24,41
2019,경기,김포시,  (특목고),1,524,198,326,49,3,1,2
2019,경기,김포시,  (특성화고),1,683,571,112,67,4,4,0
2019,경기,김포시,특수학교,1,187,125,62,73,0,0,0
2019,경기,이천시,유치원,51,2490,1296,1194,202,0,0,0
2019,경기,이천시,초등학교,31,13184,6780,6404,842,464,229,235
2019,경기,이천시,중학교,15,6123,3222,2901,495,115,52,63
2019,경기,이천시,고등학교,12,6503,3370,3133,619,63,21,42
2019,경기,이천시,  (일반고),10,6143,3238,2905,576,60,19,41
2019,경기,이천시,  (특성화고),2,360,132,228,43,3,2,1
2019,경기,이천시,특수학교,1,142,110,32,61,0,0,0
2019,경기,이천시,각종학교,1,0,0,0,11,0,0,0
2019,경기,안성시,유치원,51,2487,1290,1197,195,0,0,0
2019,경기,안성시,초등학교,35,10917,5588,5329,826,689,335,354
2019,경기,안성시,중학교,13,4815,2480,2335,392,137,66,71
2019,경기,안성시,고등학교,9,4874,2546,2328,414,50,33,17
2019,경기,안성시,  (일반고),6,3931,1875,2056,318,35,21,14
2019,경기,안성시,  (특성화고),3,943,671,272,96,15,12,3
2019,경기,안성시,특수학교,1,52,33,19,21,0,0,0
2019,경기,여주시,유치원,34,1066,552,514,101,0,0,0
2019,경기,여주시,초등학교,23,5428,2813,2615,463,242,115,127
2019,경기,여주시,중학교,13,2669,1396,1273,290,68,36,32
2019,경기,여주시,고등학교,9,3063,1526,1537,321,41,17,24
2019,경기,여주시,  (일반고),7,2323,1134,1189,217,27,9,18
2019,경기,여주시,  (특성화고),2,740,392,348,104,14,8,6
2019,경기,양평군,유치원,25,560,292,268,64,0,0,0
2019,경기,양평군,초등학교,22,5251,2704,2547,426,243,122,121
2019,경기,양평군,중학교,12,2659,1438,1221,279,41,22,19
2019,경기,양평군,고등학교,8,2973,1565,1408,300,19,8,11
2019,경기,양평군,  (일반고),7,2728,1352,1376,269,13,4,9
2019,경기,양평군,  (특성화고),1,245,213,32,31,6,4,2
2019,경기,양평군,특수학교,1,95,50,45,47,0,0,0
2019,경기,고양시,유치원,171,13049,6598,6451,1054,0,0,0
2019,경기,고양시,초등학교,84,54934,28165,26769,3238,1149,595,554
2019,경기,고양시,중학교,41,27578,13968,13610,2054,220,107,113
2019,경기,고양시,고등학교,36,30593,15858,14735,2827,97,50,47
2019,경기,고양시,  (일반고),27,23904,12995,10909,2192,64,33,31
2019,경기,고양시,  (특목고),3,2136,522,1614,176,7,4,3
2019,경기,고양시,  (특성화고),5,3596,1807,1789,373,25,12,13
2019,경기,고양시,  (자율고),1,957,534,423,86,1,1,0
2019,경기,고양시,특수학교,4,520,358,162,192,0,0,0
2019,경기,고양시,각종학교,2,399,212,187,43,3,0,3
2019,경기,남양주시,유치원,110,9895,4948,4947,763,0,0,0
2019,경기,남양주시,초등학교,64,44661,22934,21727,2547,876,425,451
2019,경기,남양주시,중학교,33,19824,10190,9634,1436,229,121,108
2019,경기,남양주시,고등학교,20,18452,9473,8979,1550,95,55,40
2019,경기,남양주시,  (일반고),17,16583,8323,8260,1363,80,43,37
2019,경기,남양주시,  (특성화고),1,535,487,48,62,11,10,1
2019,경기,남양주시,  (자율고),2,1334,663,671,125,4,2,2
2019,경기,남양주시,특수학교,1,205,134,71,76,0,0,0
2019,경기,구리시,유치원,30,2171,1142,1029,183,0,0,0
2019,경기,구리시,초등학교,16,10213,5297,4916,629,209,111,98
2019,경기,구리시,중학교,8,4755,2538,2217,354,48,30,18
2019,경기,구리시,고등학교,7,5163,2711,2452,476,47,22,25
2019,경기,구리시,  (일반고),7,5163,2711,2452,476,47,22,25
2019,경기,구리시,각종학교,1,703,349,354,46,0,0,0
2019,경기,의정부시,유치원,62,4929,2440,2489,408,0,0,0
2019,경기,의정부시,초등학교,33,22730,11706,11024,1344,549,306,243
2019,경기,의정부시,중학교,19,11297,5753,5544,828,92,45,47
2019,경기,의정부시,고등학교,16,12883,7001,5882,1231,82,39,43
2019,경기,의정부시,  (일반고),12,10140,5333,4807,923,42,21,21
2019,경기,의정부시,  (특목고),1,273,226,47,49,2,1,1
2019,경기,의정부시,  (특성화고),3,2470,1442,1028,259,38,17,21
2019,경기,의정부시,특수학교,2,227,150,77,85,0,0,0
2019,경기,파주시,유치원,98,7309,3628,3681,532,0,0,0
2019,경기,파주시,초등학교,57,29748,15187,14561,1829,821,396,425
2019,경기,파주시,중학교,25,12883,6602,6281,933,138,70,68
2019,경기,파주시,고등학교,18,12382,6275,6107,1081,72,38,34
2019,경기,파주시,  (일반고),15,10400,5157,5243,917,55,23,32
2019,경기,파주시,  (특성화고),2,934,687,247,84,16,14,2
2019,경기,파주시,  (자율고),1,1048,431,617,80,1,1,0
2019,경기,파주시,특수학교,2,329,218,111,125,0,0,0
2019,경기,동두천시,유치원,19,654,336,318,64,0,0,0
2019,경기,동두천시,초등학교,11,5014,2518,2496,323,281,143,138
2019,경기,동두천시,중학교,6,2399,1219,1180,198,82,35,47
2019,경기,동두천시,고등학교,6,2944,1413,1531,287,48,26,22
2019,경기,동두천시,  (일반고),4,1732,875,857,166,35,20,15
2019,경기,동두천시,  (특목고),1,610,191,419,66,4,1,3
2019,경기,동두천시,  (특성화고),1,602,347,255,55,9,5,4
2019,경기,양주시,유치원,48,2703,1357,1346,235,0,0,0
2019,경기,양주시,초등학교,33,13531,6845,6686,889,513,245,268
2019,경기,양주시,중학교,10,6144,3186,2958,440,90,46,44
2019,경기,양주시,고등학교,7,5356,2665,2691,430,42,18,24
2019,경기,양주시,  (일반고),5,4472,2199,2273,348,35,14,21
2019,경기,양주시,  (특성화고),1,342,155,187,29,6,4,2
2019,경기,양주시,  (자율고),1,542,311,231,53,1,0,1
2019,경기,양주시,특수학교,1,120,88,32,52,0,0,0
2019,경기,양주시,각종학교,1,210,121,89,16,4,2,2
2019,경기,포천시,유치원,33,986,512,474,103,0,0,0
2019,경기,포천시,초등학교,31,6727,3508,3219,568,494,232,262
2019,경기,포천시,중학교,14,3322,1766,1556,347,103,51,52
2019,경기,포천시,고등학교,7,3730,2006,1724,363,66,33,33
2019,경기,포천시,  (일반고),6,3579,1879,1700,339,66,33,33
2019,경기,포천시,  (특성화고),1,151,127,24,24,0,0,0
2019,경기,가평군,유치원,14,280,152,128,33,0,0,0
2019,경기,가평군,초등학교,13,2583,1302,1281,244,302,144,158
2019,경기,가평군,중학교,6,1541,758,783,142,122,68,54
2019,경기,가평군,고등학교,5,1570,858,712,171,117,61,56
2019,경기,가평군,  (일반고),4,1261,738,523,144,107,57,50
2019,경기,가평군,  (특목고),1,309,120,189,27,10,4,6
2019,경기,연천군,유치원,13,426,205,221,36,0,0,0
2019,경기,연천군,초등학교,13,1739,911,828,204,121,66,55
2019,경기,연천군,중학교,6,832,441,391,121,46,34,12
2019,경기,연천군,고등학교,2,897,520,377,106,22,13,9
2019,경기,연천군,  (일반고),2,897,520,377,106,22,13,9
2019,경기,연천군,각종학교,1,22,0,22,5,0,0,0
2020,경기,수원시,유치원,189,17358,8819,8539,1385,0,0,0
2020,경기,수원시,초등학교,99,67474,34816,32658,4053,2164,1117,1047
2020,경기,수원시,중학교,56,33013,16965,16048,2424,513,237,276
2020,경기,수원시,고등학교,44,36338,19412,16926,3545,239,109,130
2020,경기,수원시,  (일반고),31,27319,14330,12989,2577,136,42,94
2020,경기,수원시,  (특목고),4,1750,997,753,244,13,8,5
2020,경기,수원시,  (특성화고),8,6509,3325,3184,654,81,50,31
2020,경기,수원시,  (자율고),1,760,760,0,70,9,9,0
2020,경기,수원시,특수학교,3,457,317,140,191,0,0,0
2020,경기,성남시,유치원,123,9035,4490,4545,845,0,0,0
2020,경기,성남시,초등학교,72,45788,23628,22160,2854,1179,605,574
2020,경기,성남시,중학교,45,23453,12145,11308,1877,295,145,150
2020,경기,성남시,고등학교,36,26272,13379,12893,2569,178,85,93
2020,경기,성남시,  (일반고),27,20239,10710,9529,1924,106,52,54
2020,경기,성남시,  (특목고),2,1580,326,1254,107,6,0,6
2020,경기,성남시,  (특성화고),7,4453,2343,2110,538,66,33,33
2020,경기,성남시,특수학교,2,394,275,119,166,0,0,0
2020,경기,성남시,각종학교,2,484,83,401,40,30,10,20
2020,경기,부천시,유치원,125,9698,4859,4839,796,0,0,0
2020,경기,부천시,초등학교,64,38989,19935,19054,2437,2031,1034,997
2020,경기,부천시,중학교,32,19603,10045,9558,1541,470,251,219
2020,경기,부천시,고등학교,28,19733,9992,9741,2047,189,96,93
2020,경기,부천시,  (일반고),23,16085,8189,7896,1634,123,64,59
2020,경기,부천시,  (특목고),1,709,138,571,44,0,0,0
2020,경기,부천시,  (특성화고),4,2939,1665,1274,369,66,32,34
2020,경기,부천시,특수학교,2,349,237,112,123,0,0,0
2020,경기,안양시,유치원,77,5709,2905,2804,496,0,0,0
2020,경기,안양시,초등학교,41,27336,14073,13263,1610,647,333,314
2020,경기,안양시,중학교,24,14891,7740,7151,1155,121,52,69
2020,경기,안양시,고등학교,21,17267,8847,8420,1600,104,45,59
2020,경기,안양시,  (일반고),13,12280,6678,5602,1048,32,17,15
2020,경기,안양시,  (특목고),3,1765,510,1255,148,14,6,8
2020,경기,안양시,  (특성화고),5,3222,1659,1563,404,58,22,36
2020,경기,안양시,특수학교,1,219,144,75,89,0,0,0
2020,경기,과천시,유치원,7,357,185,172,33,0,0,0
2020,경기,과천시,초등학교,4,2882,1491,1391,176,17,11,6
2020,경기,과천시,중학교,2,1647,905,742,118,8,4,4
2020,경기,과천시,고등학교,4,2193,1036,1157,236,5,1,4
2020,경기,과천시,  (일반고),3,1530,872,658,176,2,0,2
2020,경기,과천시,  (특목고),1,663,164,499,60,3,1,2
2020,경기,안산시,유치원,90,6755,3416,3339,566,0,0,0
2020,경기,안산시,초등학교,55,33219,17011,16208,2035,3478,1782,1696
2020,경기,안산시,중학교,29,17799,9100,8699,1350,1023,486,537
2020,경기,안산시,고등학교,24,20264,10479,9785,1975,481,220,261
2020,경기,안산시,  (일반고),17,14388,7457,6931,1425,266,118,148
2020,경기,안산시,  (특성화고),6,4797,2528,2269,473,213,101,112
2020,경기,안산시,  (자율고),1,1079,494,585,77,2,1,1
2020,경기,안산시,특수학교,2,282,193,89,106,0,0,0
2020,경기,용인시,유치원,165,15301,7706,7595,1144,0,0,0
2020,경기,용인시,초등학교,103,68903,35216,33687,4074,1070,568,502
2020,경기,용인시,중학교,50,32763,16963,15800,2379,279,128,151
2020,경기,용인시,고등학교,31,27152,14145,13007,2235,72,36,36
2020,경기,용인시,  (일반고),28,25206,13260,11946,2072,62,31,31
2020,경기,용인시,  (특성화고),2,844,479,365,96,4,2,2
2020,경기,용인시,  (자율고),1,1102,406,696,67,6,3,3
2020,경기,용인시,특수학교,1,150,103,47,56,0,0,0
2020,경기,용인시,각종학교,2,357,173,184,31,0,0,0
2020,경기,군포시,유치원,49,2995,1531,1464,257,0,0,0
2020,경기,군포시,초등학교,27,14676,7596,7080,961,556,312,244
2020,경기,군포시,중학교,12,7302,3726,3576,564,114,50,64
2020,경기,군포시,고등학교,8,6730,3617,3113,686,40,17,23
2020,경기,군포시,  (일반고),5,5371,2815,2556,484,21,10,11
2020,경기,군포시,  (특성화고),2,765,493,272,143,16,7,9
2020,경기,군포시,  (자율고),1,594,309,285,59,3,0,3
2020,경기,의왕시,유치원,22,1331,670,661,117,0,0,0
2020,경기,의왕시,초등학교,14,7455,3807,3648,512,163,83,80
2020,경기,의왕시,중학교,7,3321,1709,1612,277,26,11,15
2020,경기,의왕시,고등학교,5,3321,1576,1745,322,7,4,3
2020,경기,의왕시,  (일반고),3,2164,1122,1042,215,1,1,0
2020,경기,의왕시,  (특목고),1,598,164,434,46,4,2,2
2020,경기,의왕시,  (자율고),1,559,290,269,61,2,1,1
2020,경기,시흥시,유치원,75,6013,2998,3015,473,0,0,0
2020,경기,시흥시,초등학교,46,30471,15687,14784,1815,2082,1052,1030
2020,경기,시흥시,중학교,24,13840,6938,6902,1057,448,218,230
2020,경기,시흥시,고등학교,17,13093,7108,5985,1173,148,77,71
2020,경기,시흥시,  (일반고),12,10046,5120,4926,866,103,43,60
2020,경기,시흥시,  (특성화고),4,2198,1608,590,233,44,34,10
2020,경기,시흥시,  (자율고),1,849,380,469,74,1,0,1
2020,경기,평택시,유치원,107,7118,3650,3468,589,0,0,0
2020,경기,평택시,초등학교,61,31602,16142,15460,1995,1438,733,705
2020,경기,평택시,중학교,25,14566,7489,7077,1082,322,169,153
2020,경기,평택시,고등학교,21,14748,7835,6913,1288,162,63,99
2020,경기,평택시,  (일반고),16,12075,6090,5985,1012,118,41,77
2020,경기,평택시,  (특목고),1,483,421,62,70,10,8,2
2020,경기,평택시,  (특성화고),4,2190,1324,866,206,34,14,20
2020,경기,평택시,특수학교,2,249,178,71,98,0,0,0
2020,경기,화성시,유치원,169,17822,8925,8897,1306,0,0,0
2020,경기,화성시,초등학교,95,66535,34042,32493,3855,1807,932,875
2020,경기,화성시,중학교,42,27377,13903,13474,1874,367,171,196
2020,경기,화성시,고등학교,28,19961,9831,10130,1630,107,45,62
2020,경기,화성시,  (일반고),24,18632,9421,9211,1465,97,43,54
2020,경기,화성시,  (특목고),1,594,145,449,77,2,0,2
2020,경기,화성시,  (특성화고),3,735,265,470,88,8,2,6
2020,경기,화성시,특수학교,3,310,207,103,122,0,0,0
2020,경기,오산시,유치원,48,5171,2623,2548,402,0,0,0
2020,경기,오산시,초등학교,25,16481,8509,7972,966,759,407,352
2020,경기,오산시,중학교,9,7129,3595,3534,475,127,70,57
2020,경기,오산시,고등학교,8,6573,3323,3250,561,42,19,23
2020,경기,오산시,  (일반고),7,5899,2931,2968,494,30,15,15
2020,경기,오산시,  (특성화고),1,674,392,282,67,12,4,8
2020,경기,오산시,특수학교,1,124,84,40,50,0,0,0
2020,경기,광명시,유치원,44,3040,1557,1483,269,0,0,0
2020,경기,광명시,초등학교,25,17318,8884,8434,1095,540,278,262
2020,경기,광명시,중학교,12,8912,4528,4384,698,126,66,60
2020,경기,광명시,고등학교,11,8371,4568,3803,826,34,13,21
2020,경기,광명시,  (일반고),8,6956,3729,3227,649,24,9,15
2020,경기,광명시,  (특성화고),2,716,501,215,108,7,4,3
2020,경기,광명시,  (자율고),1,699,338,361,69,3,0,3
2020,경기,광주시,유치원,42,2414,1246,1168,206,0,0,0
2020,경기,광주시,초등학교,29,19933,10190,9743,1141,815,431,384
2020,경기,광주시,중학교,11,8706,4380,4326,643,182,87,95
2020,경기,광주시,고등학교,8,6385,3021,3364,597,37,15,22
2020,경기,광주시,  (일반고),7,5994,3021,2973,561,33,15,18
2020,경기,광주시,  (특성화고),1,391,0,391,36,4,0,4
2020,경기,광주시,특수학교,4,323,234,89,146,0,0,0
2020,경기,하남시,유치원,35,3029,1537,1492,228,0,0,0
2020,경기,하남시,초등학교,21,16940,8609,8331,960,273,133,140
2020,경기,하남시,중학교,12,6461,3358,3103,505,69,35,34
2020,경기,하남시,고등학교,9,5034,2543,2491,525,25,13,12
2020,경기,하남시,  (일반고),7,4106,2096,2010,401,11,6,5
2020,경기,하남시,  (특성화고),2,928,447,481,124,14,7,7
2020,경기,하남시,특수학교,1,120,92,28,50,0,0,0
2020,경기,하남시,고등공민학교,1,31,20,11,5,0,0,0
2020,경기,김포시,유치원,92,9947,5083,4864,719,0,0,0
2020,경기,김포시,초등학교,44,32551,16543,16008,1856,871,476,395
2020,경기,김포시,중학교,22,12859,6515,6344,923,197,101,96
2020,경기,김포시,고등학교,14,10446,5408,5038,893,93,47,46
2020,경기,김포시,  (일반고),12,9305,4693,4612,774,80,37,43
2020,경기,김포시,  (특목고),1,505,201,304,49,3,0,3
2020,경기,김포시,  (특성화고),1,636,514,122,70,10,10,0
2020,경기,김포시,특수학교,1,197,131,66,72,0,0,0
2020,경기,이천시,유치원,48,2242,1117,1125,189,0,0,0
2020,경기,이천시,초등학교,31,12879,6595,6284,844,492,226,266
2020,경기,이천시,중학교,15,6304,3264,3040,518,123,57,66
2020,경기,이천시,고등학교,12,6124,3183,2941,615,80,29,51
2020,경기,이천시,  (일반고),10,5768,3051,2717,572,74,28,46
2020,경기,이천시,  (특성화고),2,356,132,224,43,6,1,5
2020,경기,이천시,특수학교,1,149,115,34,65,0,0,0
2020,경기,이천시,각종학교,1,0,0,0,11,0,0,0
2020,경기,안성시,유치원,51,2398,1219,1179,200,0,0,0
2020,경기,안성시,초등학교,35,10657,5488,5169,823,714,362,352
2020,경기,안성시,중학교,13,4986,2556,2430,403,160,71,89
2020,경기,안성시,고등학교,9,4589,2347,2242,415,48,24,24
2020,경기,안성시,  (일반고),6,3728,1768,1960,317,39,17,22
2020,경기,안성시,  (특성화고),3,861,579,282,98,9,7,2
2020,경기,안성시,특수학교,1,55,39,16,21,0,0,0
2020,경기,여주시,유치원,34,1039,527,512,100,0,0,0
2020,경기,여주시,초등학교,23,5248,2747,2501,444,254,131,123
2020,경기,여주시,중학교,13,2670,1375,1295,295,88,40,48
2020,경기,여주시,고등학교,9,2934,1474,1460,323,50,20,30
2020,경기,여주시,  (일반고),7,2218,1077,1141,214,29,12,17
2020,경기,여주시,  (특성화고),2,716,397,319,109,21,8,13
2020,경기,양평군,유치원,25,490,260,230,62,0,0,0
2020,경기,양평군,초등학교,22,5086,2635,2451,435,245,126,119
2020,경기,양평군,중학교,12,2708,1414,1294,293,47,22,25
2020,경기,양평군,고등학교,8,2859,1495,1364,300,24,13,11
2020,경기,양평군,  (일반고),7,2664,1315,1349,268,19,9,10
2020,경기,양평군,  (특성화고),1,195,180,15,32,5,4,1
2020,경기,양평군,특수학교,1,83,42,41,41,0,0,0
2020,경기,고양시,유치원,168,12679,6456,6223,1046,0,0,0
2020,경기,고양시,초등학교,87,54930,28079,26851,3276,1178,616,562
2020,경기,고양시,중학교,42,27615,14012,13603,2068,269,134,135
2020,경기,고양시,고등학교,36,29095,14927,14168,2795,141,66,75
2020,경기,고양시,  (일반고),27,22812,12303,10509,2162,89,42,47
2020,경기,고양시,  (특목고),3,2120,513,1607,178,14,5,9
2020,경기,고양시,  (특성화고),5,3224,1594,1630,374,35,16,19
2020,경기,고양시,  (자율고),1,939,517,422,81,3,3,0
2020,경기,고양시,특수학교,4,538,372,166,205,0,0,0
2020,경기,고양시,각종학교,2,435,224,211,43,3,1,2
2020,경기,남양주시,유치원,108,9449,4726,4723,768,0,0,0
2020,경기,남양주시,초등학교,65,44660,23005,21655,2591,896,459,437
2020,경기,남양주시,중학교,34,20805,10713,10092,1521,260,126,134
2020,경기,남양주시,고등학교,21,17975,9322,8653,1579,87,47,40
2020,경기,남양주시,  (일반고),19,16955,8660,8295,1456,77,40,37
2020,경기,남양주시,  (특성화고),1,449,391,58,62,10,7,3
2020,경기,남양주시,  (자율고),1,571,271,300,61,0,0,0
2020,경기,남양주시,특수학교,1,200,128,72,71,0,0,0
2020,경기,구리시,유치원,30,2107,1082,1025,173,0,0,0
2020,경기,구리시,초등학교,16,9738,5019,4719,616,201,108,93
2020,경기,구리시,중학교,8,4726,2545,2181,350,42,21,21
2020,경기,구리시,고등학교,7,4789,2449,2340,448,37,19,18
2020,경기,구리시,  (일반고),7,4789,2449,2340,448,37,19,18
2020,경기,구리시,각종학교,1,679,339,340,46,0,0,0
2020,경기,의정부시,유치원,63,4628,2316,2312,413,0,0,0
2020,경기,의정부시,초등학교,34,22170,11407,10763,1319,576,322,254
2020,경기,의정부시,중학교,19,11506,5944,5562,867,114,69,45
2020,경기,의정부시,고등학교,16,12031,6489,5542,1208,75,36,39
2020,경기,의정부시,  (일반고),12,9674,5114,4560,915,39,20,19
2020,경기,의정부시,  (특목고),1,274,218,56,53,1,1,0
2020,경기,의정부시,  (특성화고),3,2083,1157,926,240,35,15,20
2020,경기,의정부시,특수학교,2,225,153,72,82,0,0,0
2020,경기,파주시,유치원,95,6860,3454,3406,519,0,0,0
2020,경기,파주시,초등학교,58,29154,14871,14283,1847,871,447,424
2020,경기,파주시,중학교,26,13494,6853,6641,995,158,86,72
2020,경기,파주시,고등학교,18,12286,6257,6029,1054,78,43,35
2020,경기,파주시,  (일반고),15,10288,5133,5155,887,60,30,30
2020,경기,파주시,  (특성화고),2,917,673,244,84,18,13,5
2020,경기,파주시,  (자율고),1,1081,451,630,83,0,0,0
2020,경기,파주시,특수학교,2,334,231,103,131,0,0,0
2020,경기,동두천시,유치원,18,544,288,256,55,0,0,0
2020,경기,동두천시,초등학교,11,4787,2407,2380,309,314,151,163
2020,경기,동두천시,중학교,6,2415,1226,1189,202,98,47,51
2020,경기,동두천시,고등학교,6,2785,1362,1423,279,47,24,23
2020,경기,동두천시,  (일반고),4,1617,825,792,158,31,16,15
2020,경기,동두천시,  (특목고),1,598,196,402,61,5,1,4
2020,경기,동두천시,  (특성화고),1,570,341,229,60,11,7,4
2020,경기,양주시,유치원,47,2593,1302,1291,238,0,0,0
2020,경기,양주시,초등학교,34,13384,6723,6661,901,510,257,253
2020,경기,양주시,중학교,10,6376,3286,3090,460,119,65,54
2020,경기,양주시,고등학교,7,5229,2627,2602,424,52,25,27
2020,경기,양주시,  (일반고),5,4354,2157,2197,339,44,20,24
2020,경기,양주시,  (특성화고),1,325,137,188,31,7,4,3
2020,경기,양주시,  (자율고),1,550,333,217,54,1,1,0
2020,경기,양주시,특수학교,1,156,116,40,63,0,0,0
2020,경기,양주시,각종학교,1,177,104,73,17,4,2,2
2020,경기,포천시,유치원,33,906,484,422,91,0,0,0
2020,경기,포천시,초등학교,31,6334,3278,3056,570,488,233,255
2020,경기,포천시,중학교,14,3287,1756,1531,356,119,64,55
2020,경기,포천시,고등학교,7,3345,1796,1549,358,74,32,42
2020,경기,포천시,  (일반고),6,3192,1669,1523,334,74,32,42
2020,경기,포천시,  (특성화고),1,153,127,26,24,0,0,0
2020,경기,가평군,유치원,14,265,147,118,33,0,0,0
2020,경기,가평군,초등학교,13,2449,1233,1216,245,304,144,160
2020,경기,가평군,중학교,6,1542,760,782,144,106,56,50
2020,경기,가평군,고등학교,5,1481,799,682,164,100,56,44
2020,경기,가평군,  (일반고),4,1177,675,502,138,94,51,43
2020,경기,가평군,  (특목고),1,304,124,180,26,6,5,1
2020,경기,가평군,각종학교,1,12,0,12,5,2,0,2
2020,경기,연천군,유치원,13,393,187,206,39,0,0,0
2020,경기,연천군,초등학교,13,1702,875,827,205,128,69,59
2020,경기,연천군,중학교,6,841,460,381,123,45,31,14
2020,경기,연천군,고등학교,2,796,439,357,110,19,9,10
2020,경기,연천군,  (일반고),2,796,439,357,110,19,9,10
2020,경기,연천군,각종학교,1,14,0,14,5,1,0,1
